datetime,text,username,target
2022-04-09 20:47:18+00:00,*voce di quella signora pelata toscana su tiktok* VAI MIHELEEEEEEEEE 🗣 #amici21,violentstormx, 
2022-04-09 20:47:10+00:00," Sconnesso, nano da giardino, ANZI: SONO PIÙ GROSSO DI TE",moonshine2601, 
2022-04-09 20:45:53+00:00,Voi non potete capire cosa vi state perdendo non sentendo mia madre imprecare contro il pelato in friulano✨,itisnicoleeee, 
2022-04-09 20:45:10+00:00,Per non parlare della fatphobia interiorizzata che ho che tocca livelli stellari della serie che mi taglierei una gamba piuttosto che tornare grassa,xtheway, 
2022-04-09 20:45:06+00:00, il nano deve restare in panchina fino alla fine del campionato! orrendo,1317Lp, 
2022-04-09 20:43:30+00:00,"Lo stava per togliere quel pelato, ho rischiato di trasformare il mio salotto nella NATI ARENA #CagliariJuve ",aggettivomitico, 
2022-04-09 20:42:12+00:00,Certo che il pelato e la strega dell'est ne mangiano yogurt in 24 ore per essere così acidi.... #Amici21,_SOUL_OF_LIGHT_, 
2022-04-09 20:41:38+00:00," Non è difficile essere statalisti quando si prende un vitalizio bello grasso come il tuo, compagno",Provinciale10, 
2022-04-09 20:40:52+00:00,Ogni volta che il pelato schiera mio figlio con Luigi perde colpi. La deve finire. #Amici21,fatinainside, 
2022-04-09 20:40:37+00:00,"la personale rivincita di alex di aver vinto contro entrambi i cantanti del pelato, CHE SODDISFAZIONE #Amici21 ",sofiabigwhites, 
2022-04-09 20:40:29+00:00,Il pelato ha letto le nostre incazzature 💅💙 #Amici21,Ari_LDABandana, 
2022-04-09 20:40:15+00:00,pelato ti devi davvero spaventare perchè nessuno dei tuoi sarà mai alex,lavocedifede, 
2022-04-09 20:39:36+00:00,il pelato voleva tanto vincere questa prova sui beatles ed invece ,miiannoio, 
2022-04-09 20:38:57+00:00,"Gli unici da sminuire, insultare e magari prendere anche a sberle sono il pelato e la Celentano. THAT'S IT. #Amici21 ",camillaaaa01, 
2022-04-09 20:38:53+00:00, sei pelato e di cognome fai esposito: la tua opinione è irrilevante,bashir_221928, 
2022-04-09 20:38:43+00:00, Gufa a casa tua pelato,JohnLemon_1908, 
2022-04-09 20:38:33+00:00,Ma come fa il pelato a dire che Alex non emoziona? ma ascoltiamo la stessa voce ? Perché io ho i brividi ovunque #amici21,alessia08__, 
2022-04-09 20:37:58+00:00,la voce celestiale di questo essere ma parliamone porcodio pelato devi tacere davanti a cotanta bravura,saraviola_, 
2022-04-09 20:37:46+00:00,Alex su let it be è la mia nuova cosa preferita il pelato deve solo tacere #Amici21,pevfctnow, 
2022-04-09 20:37:42+00:00,Lorella esci il duetto Sissi e Alex e fai vedere chi comanda a quel pelato #Amici21,sciali_24, 
2022-04-09 20:37:13+00:00,Mi spezzate quando chiamate Rudy il pelato #Amici21,ushpapa, 
2022-04-09 20:36:56+00:00,ma il pelato come ha fatto a pensare che fosse una buona idea qst dei beethols poi perché devono esserci sempre le barre basta non sarete mai tncrd ,abbaglii, 
2022-04-09 20:36:29+00:00,"Quando dico che Louis è nano è nano, perché guardando la live quando è sceso dal palco non lo più visto ma lo sentivo solo #LTWTZurich",vg0ldenxx, 
2022-04-09 20:36:25+00:00,spero che alex canterà il testo in originale perché queste barre persino su pezzi importanti dagli incapaci della squadra del pelato mi hanno rotto la sfaccimma #Amici21,_wirklichich, 
2022-04-09 20:36:16+00:00,luca se vuoi ucc1dere il pelato alex si è offerto per darti una mano,m4leducata, 
2022-04-09 20:36:07+00:00,I BANDITI dopo l’uscita di Aisha faranno il culo a strisce al pelato. Non ho certezze ma nemmeno dubbi #Amici21 ,heyimclaireee, 
2022-04-09 20:36:04+00:00,io a settembre avevo fatto una lista di canzoni che sarebbero state perfette x luigi e il pelato aveva anche messo mi piace io sono seriamente delusa che non ne abbia mai assegnata manco una,againsadly, 
2022-04-09 20:35:29+00:00,maria è arrivato il momento di licenziare il pelato di merda,xtropicoxx, 
2022-04-09 20:35:17+00:00,il pelato è arrivato a farmi odiare luigino dio mio,egomelancholia, 
2022-04-09 20:35:15+00:00,il pelato ha veramente pensato sarebbe stata una buona idea schierare elledia e gigi con questa canzone,par4cadute, 
2022-04-09 20:35:04+00:00," Celentano- Zerbi siete di un antipatico che supera ogni limite di decenza , quel pelato lentigginoso -rossiccio poi non ne parliamo …",FranchiniGiuse1, 
2022-04-09 20:34:42+00:00,Lda schierato con Luigi perché il pelato sa che contro Alex non aveva speranze di vincere. #Amici21,ritapilu, 
2022-04-09 20:33:57+00:00,comunque al pelato nelle assegnazioni… gli servirebbe una mano ecco,againsadly, 
2022-04-09 20:33:43+00:00,Due contro uno paura eh? Zerbi pelato ☺️#Amici21,iosonokiraDio, 
2022-04-09 20:33:13+00:00,"prima della fine alex lo manda a cagare il pelato, anche a costo di farsi squalificare ma lo fa",putalittlelumos, 
2022-04-09 20:32:58+00:00,lorella li odia così tanto xjsnsbsnshsjsn lei vorrebbe uccidere il pelato seduta stante,ehiidemii, 
2022-04-09 20:32:53+00:00,Il pelato terrorizzato da questa squadra,ilj_wolf, 
2022-04-09 20:32:49+00:00,La cuccarini è nera lei il pelato lo sbranerà post puntata,rory_zack, 
2022-04-09 20:32:46+00:00,il pelato e la cele hanno rotto il cazzo voglio sentire mio figlio cantare BASTAA,bIackrajn_, 
2022-04-09 20:32:39+00:00,Il pelato non saprà mai cosa significa avere dei talenti in squadra #Amici21 ,starkxiv333, 
2022-04-09 20:32:34+00:00,Quanto è odioso il pelato!!!! #amici21,Vir11Estjacopo, 
2022-04-09 20:32:34+00:00,"io ormai stanca del pelato, penso come tutti nel resto #Amici21 #alexwyse #Alex #fantaamici ",alexpensami, 
2022-04-09 20:32:32+00:00,quanto cazzo odio quel pelato di z3rb1,4lezia, 
2022-04-09 20:32:30+00:00,ha rotto il cazzo sto pelato di merda,fforeverrainn, 
2022-04-09 20:32:26+00:00,Sto stronzo di Rudy ma che schifo lo odio perfido pelato #Amici21,iosonokiraDio, 
2022-04-09 20:31:55+00:00,lorella x sempre famosa e uno dei motivi per cui la sto amando è il modo eccezionale con cui sta asfaltando quel pelato,elmalunatica, 
2022-04-09 20:31:32+00:00,"L’incoerenza di Alessandra Celentano che ha sempre voluto far fuori Nunzio e poi insieme al suo compare pelato gli ha parato il culo... Fanculo le strategie, Aisha non meritava ora di uscire.",nanalisaportia, 
2022-04-09 20:31:27+00:00,insieme a tutti questi grazie Aisha avrebbe anche dovuto dedicare un vaffanculo al pelato,dalilastweeting, 
2022-04-09 20:31:16+00:00," Ringraziamo le parole dette dal pelato. Per quanto uno ha una corazza le parole si insediano purtroppo e ti portano a credere a determinate cose se poi vedi che le parole di qualcuno si avverano, non credo sia facile",conuncriterio, 
2022-04-09 20:30:57+00:00,la paura che avevi dei cantanti migliori della scuola madonna pelato devi dormire con entrambi gli occhi aperti #Amici21,needybreath, 
2022-04-09 20:30:50+00:00,il pelato sa che questi 3 erano tutti forti ma lui deve sempre giocare sporco e così ci rimettono solo i ragazzi,fieldandelions, 
2022-04-09 20:30:36+00:00,Non inquadrate mai più quel cesso di trudy che stasera quella pelata gliela spacco #amici21,suvnyjeno, 
2022-04-09 20:29:30+00:00,il pelato ha saputo eliminare le più forti delle ultime due edizioni alla quarta puntata… #amici21 #fantaamici ,matt_narcisist7, 
2022-04-09 20:29:27+00:00,Aisha non ti preoccupare che sei una regina e sarai famosa per sempre al posto del pelato,ilj_wolf, 
2022-04-09 20:29:22+00:00,aisha dovresti ridere e sputare in faccia al pelato!!! #Amici21,stessibluejeans, 
2022-04-09 20:28:52+00:00,ma lorella che piange il pelato dovrebbe solo imparare,RACCONTERODITEX, 
2022-04-09 20:28:34+00:00,"Alex schifo, Albe elfo merdoso, Luigi nano del cazzo, LDA mangia caccole stonato #Amici #Amici21 ",folkloricham, 
2022-04-09 20:28:14+00:00,"un talento come aisha fatto fuori dal pelato solo perché i suoi cantanti non sono all'altezza e intanto albelercio, il montato e elledia sono ancora dentro perché a friends della meritocrazia purtroppo...",scorpiojade_, 
2022-04-09 20:28:09+00:00,Il pelato si deve spaventare prcmdnn,chiaradettaiaia, 
2022-04-09 20:26:01+00:00," Io ormai innamorata dei ragazzi della Cucca,guai a chi me li tocca 💔💔 E guarda caso è sempre e solo il pelato",johnwxsherlock, 
2022-04-09 20:25:28+00:00, a lui manca tanto così per andare a picchiare il pelato,awcfcp, 
2022-04-09 20:25:19+00:00,aisha fuori quando il nano da giardino e sangiovanni 2.0 sono ancora dentro YALL... #Amici21 ,XIENING0LD, 
2022-04-09 20:25:05+00:00,il pelato deve passare la prossima puntata sul cesso con la cagarella non accetto nessun altro destino per lui,miiannoio, 
2022-04-09 20:25:04+00:00, Come minimo assumono grandi quantità di integratori proteici. È difficile arrivare a quei livelli di massa grassa nulli senza avere qualche scompenso. Per esempio funzionalità renale e ciclo. Un po’ di grasso in corpo è salutare.,strozzascotte, 
2022-04-09 20:24:39+00:00,il fatto che i migliori vengano eliminati sempre per colpa del pelato,sofipietrobono, 
2022-04-09 20:24:30+00:00,"Aisha la ritroveremo tra qualche anno ad aprire Beyoncé, spiace per il pelato... #Amici21 ",robviperr, 
2022-04-09 20:24:15+00:00,@ pelato ti devi spaventare ,RACCONTERODITEX, 
2022-04-09 20:23:29+00:00,comunque questo ballottaggio alla quarta puntata volete sapere di chi è la colpa? del pelato,ognivoltaemily, 
2022-04-09 20:23:10+00:00,Spero che Lorella stia già progettando la vendetta della prossima settimana contro il pelato💔 #Amici21,_lobinachiara, 
2022-04-09 20:23:05+00:00,il pelato ha talmente paura di aisha che la manda all'eliminazione AISHA TI AMO #amici21 ,gioo_stylinson, 
2022-04-09 20:23:04+00:00,Quel pelato di merda ha diviso i banditi SI DEVE SPAVENTARE #Amici21 ,starkxiv333, 
2022-04-09 20:22:44+00:00,Io mi sto perdendo l'asfaltata al pelato per difendere alex #Amici21 ,poliedricament, 
2022-04-09 20:22:15+00:00,"no è colpa del pelato, come sempre #Amici21",precioustomline, 
2022-04-09 20:22:11+00:00,lorella neanche noi immaginavamo una eliminazione del genere ma purtroppo il pelato esiste,goldvcloud, 
2022-04-09 20:21:58+00:00,Lorella vorrebbe prendere a mazzate il pelato così tanto in questo momento io la capisco bene #Amici21,postmalocchio, 
2022-04-09 20:21:42+00:00,È tornato l'Allegri culone.,il_muto, 
2022-04-09 20:21:37+00:00,Per me è Lorella che piange per i suoi allievi mentre quel pelato del cazzo ha silurato senza problemi Rea e Nicol PUNTO BASTA FUORI FILA,nanak0robiyaoki, 
2022-04-09 20:21:35+00:00,il modo in cui questo programma preferisce il trash al talento è davvero imbarazzante la scelta del pelato è davvero sbagliatissima,goldvcloud, 
2022-04-09 20:21:22+00:00,"hachi comunque è palesemente vittima del comphet, è stracotta di nana, lo sarei anch'io, ma molla sto cesso con cui stai 😭",farfallasaffica, 
2022-04-09 20:21:08+00:00,il pelato aveva proprio paura di aisha #Amici21,xelam___, 
2022-04-09 20:20:39+00:00,Lo stava togliendo. Maledetto pelato.,KingCarlo10, 
2022-04-09 20:20:04+00:00,"Alex su quel palco ha semplicemente spaccato ed è PIENO del pelato e dei pongogiudici, se lunedì lo vediamo on fire è perché ha nascosto la pietra dell’ira #Amici21",stanamysmile, 
2022-04-09 20:19:30+00:00,Foto per spaventare il pelato #Amici21 ,alwayschrii, 
2022-04-09 20:18:51+00:00,loro saranno sempre famosi mi spiace per il pelato #Amici21 ,Maria25760009, 
2022-04-09 20:18:47+00:00,oddio sto per piangere per aisha 💔 quel pelato incompetente deve essere licenziato,scorpiojade_, 
2022-04-09 20:18:46+00:00,Sto pelato stava togliendo Dybala. Incredibile,clacolosimo, 
2022-04-09 20:18:26+00:00,"è assuefante, mi ha presa tantissimo e sono solo alla nona puntata e credetemi è tanto per me, che nana riporti a galla traumi incompresi pure da me medesima?",farfallasaffica, 
2022-04-09 20:18:04+00:00,questo purtroppo i pupilli del pelato non lo sanno fare mi disp x te trudy ,lamilanese_, 
2022-04-09 20:18:00+00:00,"""Secondo me è una frase che già volevi dire"" Alex è pieno del pelato e io lo capisco #Amici21 #FantaAmici ",karevismysun, 
2022-04-09 20:17:37+00:00,non sono a casa devo recuperarmi tutto l’unica cosa certa è che il pelato deve tacere e basta,CIELOSTELLAT0, 
2022-04-09 20:17:23+00:00,"le mie amiche che sanno della mia avversione per i pelati che mi fanno ""guarda che sangiovanni si è fatto pelato"" hA RIVELATO LA SUA VERA NATURA VEDETE CHE HO RAGIONE AD ODIARLI",m00n_rise, 
2022-04-09 20:17:15+00:00,TRudy come ci si sente ad avere avuto una pisciata in testa di Alex come lucida pelata? #Amici21,heartshreds, 
2022-04-09 20:17:07+00:00,menomale che altri tre anni e questo pelato di merda di nome allegri non sarà più l'allenatore di questa squadra si presume,diarymiy, 
2022-04-09 20:16:45+00:00,Sono così nera per questa sfida non mi capacito che si stiano sfidando i 3 più bravi del programma e la colpa è sempre di un pelato,sonoesauritax, 
2022-04-09 20:16:40+00:00, una nana con la sigaretta,pejjadeanne, 
2022-04-09 20:16:39+00:00,"non so perché mi guardo nana quando sono triste, ora sono ancora più triste",farfallasaffica, 
2022-04-09 20:15:59+00:00," Mi dicono che devo piacermi così, che devo imparare ad amarmi così, mi girano i coglioni. Perché io devo piacere a me stessa. Mi possono dire in 10mila che sono comunque bellissima, non cambierebbe nulla. Io devo sentirme bene col mio corpo, che sia magra o grassa, non importa",PalaDanyela83, 
2022-04-09 20:15:58+00:00,sissi aisha e alex saranno x sempre famosi mi dispiace x il pelato #Amici21,lostinthefir, 
2022-04-09 20:15:56+00:00,"""Noi cantiamo. Siamo qua per questo' Alex che in due frasi ended pelato e tutte le sue strategie da quattro soldi. Ricordiamoci che Amici dovrebbe promuovere il talento e non il trash, per quello vedetevi il gf #Amici21",Nonmipiacevane1, 
2022-04-09 20:14:46+00:00,Immagina di essere il pelato e mandare a rischio di eliminazione i finalisti di amici #amici21 #alex #sissi ,madamemaive, 
2022-04-09 20:14:37+00:00,comunque se volete l’esibizione di lda e carola mandate le fancam ldarola in dm al pelato così appena vede i consensi la prepara subito,m4leducata, 
2022-04-09 20:13:59+00:00,"anche oggi sono dell’idea che quel coglione pelato sta ancora in panchina per volere di quell’altro coglione di agn3lli essendo suo amico,perché se fosse per nevded e arrivabene sarebbe fuori dai coglioni",ohmyanto, 
2022-04-09 20:13:42+00:00,Il pelato rosica perché avrebbe fortemente voluto avere tre talenti come loro #Amici21,trallalalalala_, 
2022-04-09 20:13:22+00:00,"a tanto così da tirare qualcosa in testa al pelato....no raga non lo sopporto, non lo sopporto neanche quando canta per Sissi mi sembra una presa per il culo bella e buona. Solo lui mi fa innervosire così tanto",conuncriterio, 
2022-04-09 20:12:47+00:00,Questo il ballottaggio peggiore della storia al pelato rosica non avere nessuno dei cantanti di Lorella #Amici21 ,TaliaSplendente, 
2022-04-09 20:11:25+00:00,alex non dar retta al pelato tu sei perfetto così come questa canzone,thisisnotmichi, 
2022-04-09 20:11:08+00:00, Prima o poi gli salta sulla pelata io lo so,giohabit, 
2022-04-09 20:10:48+00:00,Comunque Aisha è ancora giovanissima e non si deve preoccupare perché può ancora crescere e sfondare. Poi sarà il pelato ad invitarla in radio,ilj_wolf, 
2022-04-09 20:10:45+00:00,Quel pelato deve essere raggiunto da cagotto che gli auguro,temporeggiando, 
2022-04-09 20:10:33+00:00,Vedere Aisha eliminata con questa cessata di quel pelato ratto veramente mi fa infuriare enormemente. #Amici21,nonsonoleggenda, 
2022-04-09 20:10:26+00:00,Manifestando l’uscita di LDA e Luigi per punire la tracotanza del pelato #Amici21 ,madamemaive, 
2022-04-09 20:10:18+00:00,e il pelato lo toglie😔 l’unico che anche quando fa schifo fa più degli altri,taniachetta, 
2022-04-09 20:10:13+00:00,Però maro il pelato e la Cele so bravi co le strategie #Amici21 ,LNakhnukh, 
2022-04-09 20:09:51+00:00,qualcuno chieda di nuovo ad alex se scrive lui tutte le sue canzoni voglio farmi una grassa risata #amici21,llunastorta, 
2022-04-09 20:09:30+00:00,la fine del trio cuccaracho qualcosa per cui non perdonerò mai il pelato,pilloIe, 
2022-04-09 20:09:24+00:00,"è una scelta strategica perché il pelato è consapevole che i cantanti della cucca sono i migliori della scuola, per me è proprio sbagliato per quello che è il senso del programma che dovrebbe premiare il talento #Amici21",scorpiojade_, 
2022-04-09 20:09:20+00:00,Axel al pelato nella prossima puntata del serale #amici21 ,jakeperalta28, 
2022-04-09 20:09:19+00:00,Trudy Zebra tra qualche anno Aisha ti cagherà sulla pelata dall'alto dei suoi tour mondiali accanto a Beyoncé,millejoyee, 
2022-04-09 20:09:12+00:00,"Aisha comunque ha una bellissima voce, personalità e energia i cantanti del pelato could never",Gipsygirrrrrl, 
2022-04-09 20:08:42+00:00,Alex PIENO fino all orlo del pelato i feel him vorrebbe scoppiare ma non può #Amici21,Raffipaffy, 
2022-04-09 20:08:20+00:00,Alex on fire contro il pelato è tutto quello che voglio vedere #Amici21 ,alwayschrii, 
2022-04-09 20:08:03+00:00,aisha tu farai i tour mondiali fregatene del pelato,par4noi3, 
2022-04-09 20:07:49+00:00,Leggo la tl d'accordo come me e che il pelato è terrorizzato da quei tre e sa di non avere il più forte in squadra,ilj_wolf, 
2022-04-09 20:07:45+00:00, Perché sei pelato,ilfreddo__, 
2022-04-09 20:07:09+00:00,il pelato si caga sotto pensando a loro ,maIedettotempo, 
2022-04-09 20:07:08+00:00,alex prima di uscire prenderà a testate il pelato io lo so lo vedo che ormai non lo sopporta più,dropintheocaen, 
2022-04-09 20:07:01+00:00,cele ascolta tu non dovevi fare questa fina accanto al pelato,uundefedeted, 
2022-04-09 20:06:57+00:00, prima o poi esploderà se quel pelato non la smette di cagargli il cazzo,trouvbles, 
2022-04-09 20:06:43+00:00,il pelato è un pallone gonfiato,possudirtelo, 
2022-04-09 20:06:40+00:00,giudicare il modo in cui alex ha interpretato il pezzo è davvero di cattivo gusto per me il pelato deve mutarsi cosa ne sa di cosa sente lui dentro ma io bho,buymeamoon, 
2022-04-09 20:06:32+00:00,immagina mandare in nomination le 3 persone migliori della squadra cuccatodo quando ci sono serena e nunzio boh il pelato è così rincoglionito,goldvcloud, 
2022-04-09 20:06:18+00:00, Il pelato dovrebbe perdere la lingua... solo in quel momento forse potrei tollerarlo,MariagiuliaGre4, 
2022-04-09 20:06:05+00:00,il modo in cui il pelato per eliminare uno dei cantati dei cuccatodo ha dovuto metterli tutti e tre contro🙂,sofipietrobono, 
2022-04-09 20:06:04+00:00,alex che asfalta il pelato mio nuovo mantra di vita #Amici21,shehatesclao, 
2022-04-09 20:06:01+00:00,sti due cessi dio caro odio il pelato e la celentazzo,strangersx2, 
2022-04-09 20:05:55+00:00,io rivolgendomi al pelato poiché ha fatto una scelta strategica mettendo in balia la squadra cantanti della cuccarini #amici21 ,raffinatissimo_, 
2022-04-09 20:05:46+00:00,"entrambi sono stati bravissimi e questo era il momento giusto per il pelato per tacere, ha rovinato un momento bellissimo e importantissimo",suscettibilee, 
2022-04-09 20:05:42+00:00,"il pelato è terrorizzato dai 3 allievi di lorella, lui li teme così tanto, lui non sa più che inventarsi per trascinare il suo pupillo in finale soprattutto perchè l'altro ha più numeri, guardatelo come si agita è seriamente in difficoltà, percepisco la disperazione da qui 🙏🏻😢",Giuh_h, 
2022-04-09 20:05:37+00:00,mio dio alex proprio non ce la fa a non smerdare il pelato ogni volta possibile ✈️ lui lo odia tantissimo #Amici21 ,_TPWK_H, 
2022-04-09 20:05:35+00:00,Alex lo vedo al limite sta per tirare una testata fortissima al pelato lo posso percepire,meantvobe, 
2022-04-09 20:05:33+00:00,"perché lui non può non spegnere con mezza frase il pelato, lui deve farlo ogni volta!!! #Amici21 ",diamqnti, 
2022-04-09 20:05:33+00:00, Si certo certo .... La crescita... Si dei peli superflui! Ma vai a cagar... nana,Ninicris9, 
2022-04-09 20:05:16+00:00, amo non lo sopporto più questo pelato di merda,chiaxcal, 
2022-04-09 20:05:07+00:00,lui lo odia così tanto il pelato e non lo nasconde nemmeno io lo capisco ,nevr0tica_, 
2022-04-09 20:05:06+00:00,pelato di merda FAI SCHIFO #Amici21,lamarph_, 
2022-04-09 20:04:43+00:00, Doveva chiudere all'arrivo della bolletta da 65mila e con 195mila vivacchiava andando nel culone dei cravattari,AmoreAvv, 
2022-04-09 20:04:36+00:00,Axel si sta trattenendo così tanto noi avremo una settimana di daytime sui suoi insulti al pelato io non vedo l'ora #Amici21,MiChiamoGiuli4, 
2022-04-09 20:04:36+00:00,il pelato ce l'ha a morte con alex si vede che gli brucia ancora per tutte le volte che è stato demolito,darknsswillfade, 
2022-04-09 20:04:34+00:00,axel e lorella così pieni del pelato,DANSH4RI, 
2022-04-09 20:04:16+00:00,"Luigi e Alex due cantanti bravissimi, il pelato deve sempre rovinare tutto #Amici21",crii_crisss, 
2022-04-09 20:04:16+00:00,alex odia così tanto quel pelato e lo amo sempre di più sinceramente #Amici21,SwagHarry91, 
2022-04-09 20:04:08+00:00,è una frase che volevi già dire prima 😭😭 la distruzione del pelato da parte di alex mi interessa molto #Amici21,ventiparanoie, 
2022-04-09 20:04:08+00:00, Detto dal compare del nano grasso e corrotto ucraino,Omicron_21, 
2022-04-09 20:04:07+00:00,"mi chiedo come alex riesca a rimanere così calmo, boh io non ci riuscirei se uno mi parlasse come fa il pelato",buixdigiorno, 
2022-04-09 20:04:06+00:00,alex non vede l’ora di silurare il pelato e non lo sta nemmeno nascondendo,F4RFALL3, 
2022-04-09 20:04:03+00:00,alex che smonta il pelato #amici21 ,saudadve, 
2022-04-09 20:04:01+00:00,"""È una frase che volevi già dire"" ""non cambia il tempo che passa per la frase"" Alex ended il pelato anche oggi, Alex pieno Rudy: #Amici21 ",Stan_Account2, 
2022-04-09 20:03:56+00:00,"alex non sta zitto mai, coglie ogni occasione per smerdare il pelato e ci chiediamo pure perché è il mio preferito? #Amici21",svperstark, 
2022-04-09 20:03:56+00:00,ad Alex di nascondere l'odio verso il pelato non interessa #Amici21,salxatores, 
2022-04-09 20:03:56+00:00,quanto mi sta sul cazzo il pelato #Amici21,_crikecrok, 
2022-04-09 20:03:55+00:00,alex vorrebbe tanto prendere a calci il pelato come biasimarlo,presavmale, 
2022-04-09 20:03:54+00:00,il pelato vorrebbe così tanto alexio in squadra,lunaapienaaa, 
2022-04-09 20:03:53+00:00,Alex che stende il pelato io a terra. #Amici21 ,dancolina1, 
2022-04-09 20:03:51+00:00,ce la roba alzare la voce = emotività ovvero quello che ha detto il pelato così banale,ghostinstim, 
2022-04-09 20:03:51+00:00, Ha meno del 6% di grasso.È pompata ed ha i muscoli sviluppati solo a livello sarcoplasmatico. Dovrebbe arrivare all’ipertrofia miofibrillare per ingrossare bene i muscoli comunque c’è tantissimo lavoro ovviamente (soprattutto mentale).Non mi piace ma non la giudico,Reeno1981, 
2022-04-09 20:03:51+00:00,Alex è così pieno del pelato lui vuole davvero vederlo schiantarsi al suolo mio dio la pipì,babusshya, 
2022-04-09 20:03:47+00:00,il pelato non può dare un guanto di interpretazione e poi lamentarsi su come alex l’abbia fatto: trudy curati l’ossessione perché davvero sei un macigno. #amici21,vivilacosiah_, 
2022-04-09 20:03:42+00:00,A me non sono piaciuti entrambi ma se Malinconia volesse dare una testata al pelato sto dalla sua parte #Amici21,Missunderstress, 
2022-04-09 20:03:35+00:00,Alex se lo mangia proprio il pelato #Amici21,SabrinaGelli1, 
2022-04-09 20:03:34+00:00,però axel ha ragione sul pelato,scorpiojade_, 
2022-04-09 20:03:33+00:00,lui non lo sopporta proprio il pelato e io con lui,unbroken_unbent, 
2022-04-09 20:03:31+00:00, la droga che si pippa prima della puntata sto pelato,lovingxchalamet, 
2022-04-09 20:03:30+00:00,alex perfavore piglia a schiaffi il pelato #Amici21,dramaticbjitch, 
2022-04-09 20:03:30+00:00,mio dio il malinconico sta per far scoppiare il pelato,asocialeavita, 
2022-04-09 20:03:24+00:00, Invece Xavi e Iniesta se lo menavano...chi innescava il nano? Da solo?😂😂,paolo130882, 
2022-04-09 20:03:22+00:00,alex ha così tanto ragione questo pelato ha rotto il cazzo,risvegIio, 
2022-04-09 20:03:22+00:00,a me alex non ha fatto impazzire ma l’altra volta gli ha detto che era troppo arrabbiato e ora che non lo era abbastanza purtroppo il pelato non fa arieggiare il cervello ,slowdancing19, 
2022-04-09 20:03:21+00:00,Alex asfalta quel pelato più spesso per favore,youngwerther__, 
2022-04-09 20:03:21+00:00,Axel ultimamente non lo posso sopportare però per il modo in cui atterra il pelato sarà sempre famoso,pensierounanime, 
2022-04-09 20:03:20+00:00,rudy cesso pelato,F4IRYR0SlE, 
2022-04-09 20:03:18+00:00,pelato hai rotto il cazzo,blqries, 
2022-04-09 20:03:17+00:00,alex il pelato LO ODIA e LO FA VEDERE,sosxmarauders, 
2022-04-09 20:03:17+00:00,alex odia così tanto il pelato,SevenValaw, 
2022-04-09 20:03:15+00:00,ma chi è che applaude al pelato,M1RRORBAL, 
2022-04-09 20:03:10+00:00,alecs caga in testa al pelato amiamo vederlo ,fieldandelions, 
2022-04-09 20:03:10+00:00,pelato devi mollare alex che cazzo #Amici21,fralenuvoleeeee, 
2022-04-09 20:03:07+00:00," secondo il pelato, tutti !!! hahaha!😂😂😂",ISpearivan, 
2022-04-09 20:03:06+00:00,Alex se vuoi spaccare il microfono in testa al pelato hai tutto il mio appoggio. #Amici21,ai_inturri, 
2022-04-09 20:03:06+00:00,alex deve proprio smerdare il pelato,frahamoswald, 
2022-04-09 20:03:05+00:00,madonna sto pelato di merda,iosonobasita_, 
2022-04-09 20:03:05+00:00,alex e lorella ceo dello spegnere il pelato,mirrvrball_, 
2022-04-09 20:03:04+00:00,"""secondo me è una frase che volevi già dire"" Alex muore dalla voglia di essere Will Smith e di fare del pelato il suo Chris Rock #amici21 #fantaamici ",nomituttipresi, 
2022-04-09 20:02:58+00:00,pelato stai zitto,lwstml91, 
2022-04-09 20:02:57+00:00,a me sinceramente alex in questa esibizione non è piacuto però si vedeva lontano un miglio che gli veniva da piangere dai pelato hai rotto il cazzo #Amici21,precioustomline, 
2022-04-09 20:02:56+00:00,"Alex il re delle asfaltate al pelato,io purtroppo gli voglio molto bene #Amici21",johnwxsherlock, 
2022-04-09 20:02:56+00:00,pelato tu devi fare solo il cesso perché è stato perfetto alex non un imprecisione e della rabbia ce ne sbattiamo il cazzo se non trasmette niente,cazzonesobro, 
2022-04-09 20:02:56+00:00,Io penso che se fossi tra il pubblico mi butterebbero fuori dopo tre minuti perché realmente mi fionderei su quel palco a insultare il pelato #Amici21,MiChiamoGiuli4, 
2022-04-09 20:02:55+00:00,I due coglioni chi mi ha fatto questo pelato,COMPRENSIVA_, 
2022-04-09 20:02:54+00:00,alex che distrugge il pelato per sempre la mia cosa preferita,Blue_8Adventure, 
2022-04-09 20:02:52+00:00,il malinconico vorrebbe staccare la testa al pelato,asfaltatemi, 
2022-04-09 20:02:51+00:00,alex che demolisce il pelato amiamo vederlo vai alex #Amici21,fralenuvoleeeee, 
2022-04-09 20:02:48+00:00,alex è stato bravissimo il pelato deve tacere,tenersistretti, 
2022-04-09 20:02:47+00:00,"ho preferito alex io in ogni caso, giudicare su due esibizioni così in quel modo è sempre imbarazzante ma dal pelato non mi aspettavo tanto di meglio",ifeeluwatchinme, 
2022-04-09 20:02:47+00:00,Alex contro il pelato proprio il mio uomo,defencelessziam, 
2022-04-09 20:02:43+00:00,il pelato purtroppo parla🙏🏻,proteggimipenc, 
2022-04-09 20:02:41+00:00,sempre bello vedere axel umiliare il pelato,ciaosonoalicee, 
2022-04-09 20:02:40+00:00,il pelato riesce a lamentarsi anche in questi contesti mio dio tappati quella bocca,elesaurr, 
